hotel_name,price_bdt,num_reviews,comment,price_eur,source
Andaman Embrace Patong,7043.0,1014,a spot to case yourself in Patong. The team are always helpful (generally speaking as the female bar staff member wearing the Jay name tag at the pool bar sorry to...,58.69,TripAdvisor
Good Time Sports Resort Koh Mak,5572.0,415,"and this time for two months. To me, its a paradise garden - youll live in the green, surrounded by nature sounds, and can still reach a beach by walking a few...",46.43,TripAdvisor
Hotel Solo Sukhumvit 2,3733.0,1428,"We love this hotel to be 
Over
When you got the great check in its nothing more for the guest
Be kind 
Be loved
Be fair 
We are coming back again 
Love the most",31.11,TripAdvisor
"Holiday Inn Express Bangkok Sathorn, an IHG Hotel",5903.0,714,both soft and firm pillows (take your pick).,49.19,TripAdvisor
WING BED,2307.0,148,"English very well, they helped me personally when I got a little cold.  The shower is very huge, the bed is VERY huge.  Very highly recommended.  They helped me with...",19.23,TripAdvisor
TR Guesthouse,1786.0,520,"perfect location if you want to stay in the main part of the city and travel into the old city / historical park by bus / scooter. 

A few bars and restaurants within...",14.88,TripAdvisor
The Miracle Koh Tao,4160.0,126,always available to assist and give advice on local activities and restaurants. Beautiful well maintained and air conditioned room cleaned daily. Service,34.67,TripAdvisor
Sonya Restaurant & Guesthouse,2683.0,181,guesthouse situated 5 minutes walk from klong Khong beach in Koh Lanta . It is a family business run by a  very friendly thai family . They also have a restaurant with...,22.36,TripAdvisor
"The Westin Siray Bay Resort & Spa, Phuket",13539.0,2811,a stunning view of the ocean.,112.82,TripAdvisor
Beyond Resort Krabi,10538.0,2131,"Very friendly hotel, rooms Very clean and spacious",87.82,TripAdvisor
Chaweng Regent Beach Resort,10479.0,2282,The,87.32,TripAdvisor
De Chai the Deco Chiang Mai,12428.0,200,"parents, and I had a pretty enjoyable experience. The Wi-Fi was a little iffy, as the device limit was relatively low, and we had to keep logging on and off, but that",103.57,TripAdvisor
Sensi Paradise,9999.0,1520,The air-con had to work hard in the humidity while the bed was a bit,83.32,TripAdvisor
Veranda Resort Pattaya Na Jomtien - MGallery,14750.0,479,"... by the sea which was clean and well-kept, clean, modern and spacious rooms (we had",122.92,TripAdvisor
Avani Ao Nang Cliff Krabi Resort,7054.0,2926,"view of the ocean and the mountains from our balcony, it's gorgeous!! Yess the infinity pool was so magical, we could see the iconic view of Ao Nang from the pool.",58.78,TripAdvisor
Movenpick Suriwongse Hotel Chiang Mai,7375.0,1818,Nice hotel location right in town near the river and the markets. Good choices for food near hotel. Walking distance to the old town and the sights in the city.,61.46,TripAdvisor
Seaview Resort Khao Lak,5924.0,2250,"excellent, tasty breakfast, friendly staff and the pool areas are beautiful! 

The only thing they could improve on is the cleaning, it could be better...its not...",49.37,TripAdvisor
Radisson Suites Bangkok Sukhumvit,8512.0,1921,"were excellent and veey helpdul, and hotel location was great relative to sightseeing spots and shopping malls.",70.93,TripAdvisor
Sukhumvit Suites Hotel,5264.0,1106,Cozy place Not fancy but all needed requirements,43.87,TripAdvisor
Andaman Beach Suites Hotel,8945.0,773,"This hotel gets all the best rates in every aspect: Location, very friendly and welcoming and professional staff, especially Hana which was very very helpful, extremely",74.54,TripAdvisor
Hotel Icon Bangkok,6726.0,1081,Overall positive experience +location,56.05,TripAdvisor
Volve Hotel Bangkok,12922.0,121,"occasions. Rooms are lovely - comfortable, well equipped and light. The staff are extremely helpful, and their drink upon check in was the best we had anywhere. Breakfast is...",107.68,TripAdvisor
The Andaman Beach Hotel Phuket Patong - SHA Extra Plus Hotel,3919.0,92,awesome sea view from 5th flor.,32.66,TripAdvisor
Centre Point Hotel Chidlom,7827.0,813,"This hotel is only a short walk from the BTS line and theres loads around the hotel too.

We often walked to little markets from here and one of the most beautiful...",65.22,TripAdvisor
BB Mantra Hotel,3657.0,249,"small mini bar is a lovely touch. Shower fab, air con good, balcony beautiful. 

They don't offer a breakfast option but there is a small complementarity selection of...",30.48,TripAdvisor
Amaranth Suvarnabhumi Hotel,6170.0,1870,facilities.,51.42,TripAdvisor
Watermill Resort,8934.0,152,"we were hoping for... pretty basic, but clean and well taken care of. The place is lush green and very cutly designed. Rooms are spacious and food is very decent",74.45,TripAdvisor
Woodlands Hotel & Resort,6877.0,673,stones throw from Terminal 21. Smaller hotel but has 2 pool's. Really good size rooms and because it's an older hotel the wall's are thicker so no noise from your...,57.31,TripAdvisor
Wintree City Resort,8155.0,136,breakfast buffet with a large selection of choices.,67.96,TripAdvisor
Riverside House Hotel,3281.0,354,We enjoyed our week stay in this motel in Chiang Mai it was a good nice clean motel with friendly staff,27.34,TripAdvisor
Chu Hotel,4240.0,120,,35.33,TripAdvisor
Elliebum Boutique Hotel,4487.0,180,but still felt traditional.,37.39,TripAdvisor
Thalassa Hotel,5525.0,595,Beach. Very short walk to the beach. Near the bars and nightlife. Very comfy beds and spotless room. Would highly recommend. The cost for one night was £27 Sterling...,46.04,TripAdvisor
"Kantary Hotel, Kabinburi",5579.0,138,Firstly because of this hotel chain of Cape & Kantary so Im confident in complete hotel,46.49,TripAdvisor
Chezzotel Pattaya,3492.0,104,"came here with my friends that came from states, we booked the room like for last minute because another hotel was cancel. We great that we find this hotel. Its...",29.1,TripAdvisor
Fern Paradise,4674.0,356,"going into the city and absolutely loved it. We wanted nature, but still close to convenience and with a pool. This was perfect. The little resort is owned and run by a...",38.95,TripAdvisor
Nimman Mai Design Hotel,3253.0,395,"Our stay in Zen Japanese Style room at Nimman mai? Hotel - Nice location with reasonable price , friendly",27.11,TripAdvisor
Lotus Bleu Resort & Restaurant,4202.0,90,"and I must say its absolutely excellent the rooms are large its really clean with a good pool and the food is amazing,
The staff cant do enough and the French",35.02,TripAdvisor
"The Standard, Bangkok Mahanakhon",47606.0,116,"The modern design, the amazing service,",396.72,TripAdvisor
Hua Chang Heritage Hotel,34182.0,684,"friendly. 
Everything is clean! 
Good breakfast!
The guys at the reception even opened the door for us, when he saw me walking towards the door.

We will be...",284.85,TripAdvisor
Anantara Chiang Mai Serviced Suites,29809.0,119,,248.41,TripAdvisor
Pullman Bangkok Grande Sukhumvit,16322.0,4543,"Great location, friendly",136.02,TripAdvisor
The Beach Samui,12102.0,68,staff.,100.85,TripAdvisor
Crowne Plaza Phuket Panwa Beach,10395.0,1039,spacious balcony which boasted a large sofa as well as table and chairs.,86.62,TripAdvisor
Aster Hotel And Residence,4380.0,271,"Love the environment ,very friendly",36.5,TripAdvisor
ibis Samui Bophut,4501.0,2124,"As with many hotels in Ko Samui, the rooms closest to the beach are the ones you should book because of possible sea views and proximity to",37.51,TripAdvisor
Chalala Samui Resort,3906.0,283,"much we have cancelled our other bookings so that we can stay longer !!! It's a lovely family bungalow resort with a bar, swimming pool and is set on the beach.  It...",32.55,TripAdvisor
Grand 5 Hotel & Plaza Sukhumvit Bangkok,8223.0,469,great - which was a great thing as the temp was 37 degrees outside!,68.53,TripAdvisor
Bonny Hotel,2403.0,166,,20.02,TripAdvisor
Castaway Beach Resort,4067.0,1002,"give the vibe of a ""fancy backpacker"" lodge because the bungalows are basic, with no AC or hot water, with hammocks on the ground floor, in what looks like a maze of...",33.89,TripAdvisor
The Beach Village,7813.0,250,Very clean Good food delivered,65.11,TripAdvisor
Red Planet Bangkok Surawong,4692.0,885,station and it is very convenient to travel around.,39.1,TripAdvisor
Diamond Cottage Resort & Spa,4785.0,907,"staff and the hotelmanager were friendly and worked hard to get our room ready. Thank You?
The woman who cleaned the room kept the room perfectly clean and...",39.88,TripAdvisor
Ruk Cozy,2814.0,139,hotel. We always end up staying longer than planned as we feel very comfortable there. The room is super clean as it is cleaned every day by cleaners who seem to...,23.45,TripAdvisor
The Leaf Oceanside,4101.0,481,Beautiful,34.17,TripAdvisor
The Dawin Bangkok Hotel,5797.0,688,arrival at about 15h30 and no effort to speed it all up - waited in the 'restaurant' and filled in the time (at my expense buying something to drink). No,48.31,TripAdvisor
Admiral Suites Bangkok,5163.0,696,"really helpful and friendly. Spacious rooms, central location. Loved the pool. Restaurant nice and clean, nice food. The omelette lady is so lovely Would stay again.",43.02,TripAdvisor
The Salil Hotel Riverside Bangkok,16126.0,78,We arrived for our honeymoon and we were warmly greeted by Mita who notified us,134.38,TripAdvisor
Amaravati Wellness Center,3182.0,54,"my trip. Ive stayed in alot of places throughout Thailand, and there is such a magical energy here. On top of it being absolutely beautiful! The yoga, spa...",26.52,TripAdvisor
The Sila Boutique Bed and Breakfast,3587.0,183,"a cafe with delicious food for 40-50 baht. The room was for 2. I liked everything very much. Separately, I would like to mention a very nice beautiful",29.89,TripAdvisor
iSanook Hostel,2367.0,227,"pictures with a kitchen available to use. Also has a pool and gym that you can access. Staff and volunteers are lovely. 
Some activities available that you can join in...",19.73,TripAdvisor
Little Eden Bungalows & Restaurant,1811.0,282,last 10 years but my longest stay at 6 days.  This gave me the opportunity to fully experience the beauty and diversity of the lovely island of Koh Chang. Their...,15.09,TripAdvisor
Sugar Marina Resort,5700.0,462,"room was clean and facilities ok. Poolside hmmm they have wooden decking which is not in good repair so be careful. 
Would i stay again No, we were the only",47.5,TripAdvisor
The Bliss Ubon,2011.0,133,think.,16.76,TripAdvisor
Pace Residence x Coffee Bar,2627.0,87,No one was at reception and door was locked. But there was a number to call but before I finished dialling a guy turned up and checked me in. The reception area is...,21.89,TripAdvisor
Marvin Suites,2183.0,407,"Louis BTS......  7 eleven, street food, coffee shop are in walking distance..... Hotel is clean...   room and bathroom needs a bit of renovation but its okay...",18.19,TripAdvisor
Swiss Paradise Boutique Villa,3932.0,124,"occasions and would absolutely return again. It is tucked away on a quieter street so you can unwind and relax after an eventful day in Pattaya. Hans, the owner, is",32.77,TripAdvisor
i-Style Lanta Boutique House,2311.0,106,comfortable.,19.26,TripAdvisor
Malisa Villa Kata,39846.0,421,"was really friendly. breakfasts are delicious. overall team made our staying there super comfy. there are a lot of shops, cafes and street food corners near hotel",332.05,TripAdvisor
Milky Bay Resort,22005.0,882,But,183.38,TripAdvisor
Rayong Marriott Resort & Spa,17673.0,1131,"Very well maintained property,",147.28,TripAdvisor
Chaweng Noi Pool Villa,10522.0,602,"decent enough for the money.
Room is a decent size although smelt very musty on arrival but within 24 hrs that had gone. Nice little balcony area overlooking the...",87.68,TripAdvisor
Lanta A&J Klong Khong Beach,3139.0,108,family who make you feel at home. The food is also the best we have eaten on this island. If you are looking for some relaxing time in a home away from home this is...,26.16,TripAdvisor
Dheva Mantra Resort & Spa,13125.0,538,"!!!
Great staf, Clean and good food 

Just the manager is an idiot !!! 2 days no hot water ( so can not wash ) only at the last day it worked again !   When checked...",109.38,TripAdvisor
Alisea Pool Villas,19216.0,132,"our family.  The villas were well kept and nothing was too much trouble for the staff, they were always quick to help and assist.  What was lovely is that whatever...",160.13,TripAdvisor
dusitD2 Khao Yai,8457.0,383,,70.47,TripAdvisor
Seaview Patong Hotel,3789.0,1920,The lovely Muk checked us,31.58,TripAdvisor
Marrakesh Hua Hin Resort & Spa,15111.0,492,"with huge jacuzzi that fits two in the huge balcony. Comfortable rooms , staff is cooperative, breakfast was good not extravagant but decent variety. Food and",125.92,TripAdvisor
ibis Bangkok Siam,7476.0,2015,"everything tip top, Nice location and convenience.",62.3,TripAdvisor
Austrian Garden Hotel & Restaurant Patong,5233.0,168,"So laid back, quiet. Lovely pool and garden. Great price perfect. I will come again.

Rooms clean staff friendly. Great location.

Would recommend to anyone",43.61,TripAdvisor
Classic Kameo Hotel & Serviced Apartments Ayutthaya,5232.0,475,,43.6,TripAdvisor
Amaya Resort,6275.0,85,"kind staff. Few minutes taxi ride to restaurants, bars and shops. Highly recommend staying here with very thoughtful and accommodating staff. Thank you",52.29,TripAdvisor
